ID,Name,Type,rConc,Name,Type,Value,Calibrated rConc,Quality,Call,Threshold,In Range,Out Range,Peak Ratio
S81-A86,P1_6,Unknown,1,aac3-Via,Test,22.99517653,-1,1,Pass,0.002436086,90.14474573,999,1
S81-A85,P1_6,Unknown,1,aac3-Via,Test,23.33990481,-1,0.967667671,Pass,0.002436086,90.05678437,999,1
S81-A96,P1_6,Unknown,1,IS6100,Test,20.8587236,-1,1,Pass,0.002436086,88.0484046,999,1
S81-A95,P1_6,Unknown,1,IS6100,Test,22.23498446,-1,1,Pass,0.002436086,87.99627725,999,1
S81-A94,P1_6,Unknown,1,IS6100,Test,20.47967277,-1,1,Pass,0.002436086,88.08289508,999,1
S81-A93,P1_6,Unknown,1,tetW,Test,999,-1,0,Flag,0.002436086,999,999,0
S81-A92,P1_6,Unknown,1,tetW,Test,999,-1,0,Flag,0.002436086,999,999,0
S81-A91,P1_6,Unknown,1,tetW,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A01,erm(F),Standard,0.01,16S_155y_1392,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A02,erm(F),Standard,0.01,16S_155y_1392,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A03,erm(F),Standard,0.01,16S_155y_1392,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A04,erm(F),Standard,0.01,tetO,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A05,erm(F),Standard,0.01,tetO,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A06,erm(F),Standard,0.01,tetO,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A07,erm(F),Standard,0.01,sul2,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A08,erm(F),Standard,0.01,sul2,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A09,erm(F),Standard,0.01,sul2,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A10,erm(F),Standard,0.01,tetT,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A11,erm(F),Standard,0.01,tetT,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A12,erm(F),Standard,0.01,tetT,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A13,erm(F),Standard,0.01,tet33_241_388,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A14,erm(F),Standard,0.01,tet33_241_388,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A15,erm(F),Standard,0.01,tet33_241_388,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A16,erm(F),Standard,0.01,tetM,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A17,erm(F),Standard,0.01,tetM,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A18,erm(F),Standard,0.01,tetM,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A19,erm(F),Standard,0.01,sul1 NEW,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A20,erm(F),Standard,0.01,sul1 NEW,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A21,erm(F),Standard,0.01,sul1 NEW,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A22,erm(F),Standard,0.01,sulIII-marko,Test,7.438507602,0.003062901,1,Pass,0.002436086,73.50216578,999,1
S15-A23,erm(F),Standard,0.01,sulIII-marko,Test,6.81234643,0.000166879,1,Pass,0.002436086,73.34098086,999,1
S15-A24,erm(F),Standard,0.01,sulIII-marko,Test,6.871352119,0.000219527,1,Pass,0.002436086,73.39926917,999,1
S15-A25,erm(F),Standard,0.01,aphA3,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A26,erm(F),Standard,0.01,aphA3,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A27,erm(F),Standard,0.01,aphA3,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A28,erm(F),Standard,0.01,tetL,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A29,erm(F),Standard,0.01,tetL,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A30,erm(F),Standard,0.01,tetL,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A31,erm(F),Standard,0.01,erm(B),Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A32,erm(F),Standard,0.01,erm(B),Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A33,erm(F),Standard,0.01,erm(B),Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A34,erm(F),Standard,0.01,intI1F165_clinical,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A35,erm(F),Standard,0.01,intI1F165_clinical,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A36,erm(F),Standard,0.01,intI1F165_clinical,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A37,erm(F),Standard,0.01,erm(35),Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A38,erm(F),Standard,0.01,erm(35),Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A39,erm(F),Standard,0.01,erm(35),Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A40,erm(F),Standard,0.01,tetX,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A41,erm(F),Standard,0.01,tetX,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A42,erm(F),Standard,0.01,tetX,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A43,erm(F),Standard,0.01,ermT,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A44,erm(F),Standard,0.01,ermT,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A45,erm(F),Standard,0.01,ermT,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A46,erm(F),Standard,0.01,intl2,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A47,erm(F),Standard,0.01,intl2,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A48,erm(F),Standard,0.01,intl2,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A54,erm(F),Standard,0.01,tnpA2,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A53,erm(F),Standard,0.01,tnpA2,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A52,erm(F),Standard,0.01,tnpA2,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A51,erm(F),Standard,0.01,tet(36),Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A50,erm(F),Standard,0.01,tet(36),Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A49,erm(F),Standard,0.01,tet(36),Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A60,erm(F),Standard,0.01,intl3,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A59,erm(F),Standard,0.01,intl3,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A58,erm(F),Standard,0.01,intl3,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A57,erm(F),Standard,0.01,aadD,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A56,erm(F),Standard,0.01,aadD,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A55,erm(F),Standard,0.01,aadD,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A66,erm(F),Standard,0.01,tnpA5,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A65,erm(F),Standard,0.01,tnpA5,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A64,erm(F),Standard,0.01,tnpA5,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A63,erm(F),Standard,0.01,erm(F),Test,5.829648511,0.009307709,1,Pass,0.002436086,79.94365313,999,1
S15-A62,erm(F),Standard,0.01,erm(F),Test,5.780228048,0.009621403,1,Pass,0.002436086,79.94741591,999,1
S15-A61,erm(F),Standard,0.01,erm(F),Test,5.819615302,0.009370555,1,Pass,0.002436086,79.95028864,999,1
S15-A72,erm(F),Standard,0.01,erm(Q),Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A71,erm(F),Standard,0.01,erm(Q),Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A70,erm(F),Standard,0.01,erm(Q),Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A69,erm(F),Standard,0.01,aadE,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A68,erm(F),Standard,0.01,aadE,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A67,erm(F),Standard,0.01,aadE,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A78,erm(F),Standard,0.01,tnpA6,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A77,erm(F),Standard,0.01,tnpA6,Test,24.34839791,0.01,1,Pass,0.002436086,80.05537846,999,1
S15-A76,erm(F),Standard,0.01,tnpA6,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A75,erm(F),Standard,0.01,sat4,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A74,erm(F),Standard,0.01,sat4,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A73,erm(F),Standard,0.01,sat4,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A84,erm(F),Standard,0.01,tet44,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A83,erm(F),Standard,0.01,tet44,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A82,erm(F),Standard,0.01,tet44,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A81,erm(F),Standard,0.01,tetQ,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A80,erm(F),Standard,0.01,tetQ,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A79,erm(F),Standard,0.01,tetQ,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A90,erm(F),Standard,0.01,sulA/folP,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A89,erm(F),Standard,0.01,sulA/folP,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A88,erm(F),Standard,0.01,sulA/folP,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A87,erm(F),Standard,0.01,aac3-Via,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A86,erm(F),Standard,0.01,aac3-Via,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A85,erm(F),Standard,0.01,aac3-Via,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A96,erm(F),Standard,0.01,IS6100,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A95,erm(F),Standard,0.01,IS6100,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A94,erm(F),Standard,0.01,IS6100,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A93,erm(F),Standard,0.01,tetW,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A92,erm(F),Standard,0.01,tetW,Test,999,-1,0,Flag,0.002436086,999,999,0
S15-A91,erm(F),Standard,0.01,tetW,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A01,P1_4,Unknown,1,16S_155y_1392,Test,12.01224713,0.000294195,0.772334691,Pass,0.002436086,88.92769036,999,1
S80-A02,P1_4,Unknown,1,16S_155y_1392,Test,12.12115077,0.00025954,0.776960565,Pass,0.002436086,88.81138117,999,1
S80-A03,P1_4,Unknown,1,16S_155y_1392,Test,11.94794351,0.000316792,0.890699993,Pass,0.002436086,88.74780838,999,1
S80-A04,P1_4,Unknown,1,tetO,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A05,P1_4,Unknown,1,tetO,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A06,P1_4,Unknown,1,tetO,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A07,P1_4,Unknown,1,sul2,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A08,P1_4,Unknown,1,sul2,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A09,P1_4,Unknown,1,sul2,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A10,P1_4,Unknown,1,tetT,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A11,P1_4,Unknown,1,tetT,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A12,P1_4,Unknown,1,tetT,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A13,P1_4,Unknown,1,tet33_241_388,Test,25.29096418,2.38E-08,1,Pass,0.002436086,89.11790447,999,1
S80-A14,P1_4,Unknown,1,tet33_241_388,Test,24.49411503,4.26E-08,1,Pass,0.002436086,87.91221045,999,1
S80-A15,P1_4,Unknown,1,tet33_241_388,Test,25.60340803,1.89E-08,1,Pass,0.002436086,89.30937244,999,1
S80-A16,P1_4,Unknown,1,tetM,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A17,P1_4,Unknown,1,tetM,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A18,P1_4,Unknown,1,tetM,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A19,P1_4,Unknown,1,sul1 NEW,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A20,P1_4,Unknown,1,sul1 NEW,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A21,P1_4,Unknown,1,sul1 NEW,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A22,P1_4,Unknown,1,sulIII-marko,Test,8.031867846,0.04826869,1,Pass,0.002436086,73.45649463,999,1
S80-A23,P1_4,Unknown,1,sulIII-marko,Test,7.874879193,0.023271673,1,Pass,0.002436086,73.33671612,999,1
S80-A24,P1_4,Unknown,1,sulIII-marko,Test,7.837614145,0.019571246,1,Pass,0.002436086,73.35761541,999,1
S80-A25,P1_4,Unknown,1,aphA3,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A26,P1_4,Unknown,1,aphA3,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A27,P1_4,Unknown,1,aphA3,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A28,P1_4,Unknown,1,tetL,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A29,P1_4,Unknown,1,tetL,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A30,P1_4,Unknown,1,tetL,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A31,P1_4,Unknown,1,erm(B),Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A32,P1_4,Unknown,1,erm(B),Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A33,P1_4,Unknown,1,erm(B),Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A34,P1_4,Unknown,1,intI1F165_clinical,Test,25.54623281,-1,1,Pass,0.002436086,89.96076535,999,1
S80-A35,P1_4,Unknown,1,intI1F165_clinical,Test,25.82958776,-1,1,Pass,0.002436086,88.42729941,999,1
S80-A36,P1_4,Unknown,1,intI1F165_clinical,Test,25.490764,-1,1,Pass,0.002436086,89.85106687,999,1
S80-A37,P1_4,Unknown,1,erm(35),Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A38,P1_4,Unknown,1,erm(35),Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A39,P1_4,Unknown,1,erm(35),Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A40,P1_4,Unknown,1,tetX,Test,23.99279636,-1,1,Pass,0.002436086,77.91916492,999,1
S80-A41,P1_4,Unknown,1,tetX,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A42,P1_4,Unknown,1,tetX,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A43,P1_4,Unknown,1,ermT,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A44,P1_4,Unknown,1,ermT,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A45,P1_4,Unknown,1,ermT,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A46,P1_4,Unknown,1,intl2,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A47,P1_4,Unknown,1,intl2,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A48,P1_4,Unknown,1,intl2,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A54,P1_4,Unknown,1,tnpA2,Test,21.32968369,-1,1,Pass,0.002436086,85.00468895,999,1
S80-A53,P1_4,Unknown,1,tnpA2,Test,20.76476793,-1,1,Pass,0.002436086,85.05621759,999,1
S80-A52,P1_4,Unknown,1,tnpA2,Test,21.57150581,-1,1,Pass,0.002436086,84.84174275,999,1
S80-A51,P1_4,Unknown,1,tet(36),Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A50,P1_4,Unknown,1,tet(36),Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A49,P1_4,Unknown,1,tet(36),Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A60,P1_4,Unknown,1,intl3,Test,23.01637246,-1,1,Pass,0.002436086,87.70155774,999,1
S80-A59,P1_4,Unknown,1,intl3,Test,22.28902207,-1,1,Pass,0.002436086,87.07248774,999,1
S80-A58,P1_4,Unknown,1,intl3,Test,21.73929521,-1,1,Pass,0.002436086,87.52755239,999,1
S80-A57,P1_4,Unknown,1,aadD,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A56,P1_4,Unknown,1,aadD,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A55,P1_4,Unknown,1,aadD,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A66,P1_4,Unknown,1,tnpA5,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A65,P1_4,Unknown,1,tnpA5,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A64,P1_4,Unknown,1,tnpA5,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A63,P1_4,Unknown,1,erm(F),Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A62,P1_4,Unknown,1,erm(F),Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A61,P1_4,Unknown,1,erm(F),Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A72,P1_4,Unknown,1,erm(Q),Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A71,P1_4,Unknown,1,erm(Q),Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A70,P1_4,Unknown,1,erm(Q),Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A69,P1_4,Unknown,1,aadE,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A68,P1_4,Unknown,1,aadE,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A67,P1_4,Unknown,1,aadE,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A78,P1_4,Unknown,1,tnpA6,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A77,P1_4,Unknown,1,tnpA6,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A76,P1_4,Unknown,1,tnpA6,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A75,P1_4,Unknown,1,sat4,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A74,P1_4,Unknown,1,sat4,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A73,P1_4,Unknown,1,sat4,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A84,P1_4,Unknown,1,tet44,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A83,P1_4,Unknown,1,tet44,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A82,P1_4,Unknown,1,tet44,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A81,P1_4,Unknown,1,tetQ,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A80,P1_4,Unknown,1,tetQ,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A79,P1_4,Unknown,1,tetQ,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A90,P1_4,Unknown,1,sulA/folP,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A89,P1_4,Unknown,1,sulA/folP,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A88,P1_4,Unknown,1,sulA/folP,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A87,P1_4,Unknown,1,aac3-Via,Test,22.33764754,-1,0.97847902,Pass,0.002436086,90.10143819,999,1
S80-A86,P1_4,Unknown,1,aac3-Via,Test,21.82141308,-1,1,Pass,0.002436086,88.26096877,999,1
S80-A85,P1_4,Unknown,1,aac3-Via,Test,23.26574715,-1,1,Pass,0.002436086,88.75063593,999,1
S80-A96,P1_4,Unknown,1,IS6100,Test,21.68046726,-1,1,Pass,0.002436086,87.88851307,999,1
S80-A95,P1_4,Unknown,1,IS6100,Test,21.81665837,-1,1,Pass,0.002436086,88.03875753,999,1
S80-A94,P1_4,Unknown,1,IS6100,Test,21.07871374,-1,1,Pass,0.002436086,88.0565224,999,1
S80-A93,P1_4,Unknown,1,tetW,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A92,P1_4,Unknown,1,tetW,Test,999,-1,0,Flag,0.002436086,999,999,0
S80-A91,P1_4,Unknown,1,tetW,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A01,erm(35),Standard,0.01,16S_155y_1392,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A02,erm(35),Standard,0.01,16S_155y_1392,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A03,erm(35),Standard,0.01,16S_155y_1392,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A04,erm(35),Standard,0.01,tetO,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A05,erm(35),Standard,0.01,tetO,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A06,erm(35),Standard,0.01,tetO,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A07,erm(35),Standard,0.01,sul2,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A08,erm(35),Standard,0.01,sul2,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A09,erm(35),Standard,0.01,sul2,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A10,erm(35),Standard,0.01,tetT,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A11,erm(35),Standard,0.01,tetT,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A12,erm(35),Standard,0.01,tetT,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A13,erm(35),Standard,0.01,tet33_241_388,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A14,erm(35),Standard,0.01,tet33_241_388,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A15,erm(35),Standard,0.01,tet33_241_388,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A16,erm(35),Standard,0.01,tetM,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A17,erm(35),Standard,0.01,tetM,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A18,erm(35),Standard,0.01,tetM,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A19,erm(35),Standard,0.01,sul1 NEW,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A20,erm(35),Standard,0.01,sul1 NEW,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A21,erm(35),Standard,0.01,sul1 NEW,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A22,erm(35),Standard,0.01,sulIII-marko,Test,7.608908494,0.006761449,1,Pass,0.002436086,73.47076344,999,1
S14-A23,erm(35),Standard,0.01,sulIII-marko,Test,7.411970176,0.002707538,1,Pass,0.002436086,73.43833462,999,1
S14-A24,erm(35),Standard,0.01,sulIII-marko,Test,7.099378807,0.000633426,1,Pass,0.002436086,73.45961712,999,1
S14-A25,erm(35),Standard,0.01,aphA3,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A26,erm(35),Standard,0.01,aphA3,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A27,erm(35),Standard,0.01,aphA3,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A28,erm(35),Standard,0.01,tetL,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A29,erm(35),Standard,0.01,tetL,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A30,erm(35),Standard,0.01,tetL,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A31,erm(35),Standard,0.01,erm(B),Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A32,erm(35),Standard,0.01,erm(B),Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A33,erm(35),Standard,0.01,erm(B),Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A34,erm(35),Standard,0.01,intI1F165_clinical,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A35,erm(35),Standard,0.01,intI1F165_clinical,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A36,erm(35),Standard,0.01,intI1F165_clinical,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A37,erm(35),Standard,0.01,erm(35),Test,5.579692998,0.009606932,1,Pass,0.002436086,78.07650211,999,1
S14-A38,erm(35),Standard,0.01,erm(35),Test,5.482069122,0.010254618,1,Pass,0.002436086,78.07323618,999,1
S14-A39,erm(35),Standard,0.01,erm(35),Test,5.566537557,0.009691768,1,Pass,0.002436086,78.0754426,999,1
S14-A40,erm(35),Standard,0.01,tetX,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A41,erm(35),Standard,0.01,tetX,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A42,erm(35),Standard,0.01,tetX,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A43,erm(35),Standard,0.01,ermT,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A44,erm(35),Standard,0.01,ermT,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A45,erm(35),Standard,0.01,ermT,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A46,erm(35),Standard,0.01,intl2,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A47,erm(35),Standard,0.01,intl2,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A48,erm(35),Standard,0.01,intl2,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A54,erm(35),Standard,0.01,tnpA2,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A53,erm(35),Standard,0.01,tnpA2,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A52,erm(35),Standard,0.01,tnpA2,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A51,erm(35),Standard,0.01,tet(36),Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A50,erm(35),Standard,0.01,tet(36),Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A49,erm(35),Standard,0.01,tet(36),Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A60,erm(35),Standard,0.01,intl3,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A59,erm(35),Standard,0.01,intl3,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A58,erm(35),Standard,0.01,intl3,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A57,erm(35),Standard,0.01,aadD,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A56,erm(35),Standard,0.01,aadD,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A55,erm(35),Standard,0.01,aadD,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A66,erm(35),Standard,0.01,tnpA5,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A65,erm(35),Standard,0.01,tnpA5,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A64,erm(35),Standard,0.01,tnpA5,Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A63,erm(35),Standard,0.01,erm(F),Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A62,erm(35),Standard,0.01,erm(F),Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A61,erm(35),Standard,0.01,erm(F),Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A72,erm(35),Standard,0.01,erm(Q),Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A71,erm(35),Standard,0.01,erm(Q),Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A70,erm(35),Standard,0.01,erm(Q),Test,999,-1,0,Flag,0.002436086,999,999,0
S14-A69,erm(35),Standard,0.01,aadE,Test,999,-1,0,Flag,0.002436086,999,999,0
