ID,Name,Type,rConc,Name,Type,Value,Calibrated rConc,Quality,Call,Threshold,In Range,Out Range,Peak Ratio
S72-A65,P8_6,Unknown,1,tnpA5,Test,20.14513613,-1,1,Pass,0.002436086,79.3239704,999,1
S72-A64,P8_6,Unknown,1,tnpA5,Test,20.38874973,-1,1,Pass,0.002436086,79.37906662,999,1
S72-A63,P8_6,Unknown,1,erm(F),Test,18.48347071,1.92E-06,0.665366999,Pass,0.002436086,79.98025115,999,1
S72-A62,P8_6,Unknown,1,erm(F),Test,18.40730961,2.02E-06,0.679153816,Pass,0.002436086,79.95320262,999,1
S72-A61,P8_6,Unknown,1,erm(F),Test,19.33577359,1.08E-06,0.596163118,Flag,0.002436086,79.98262289,999,1
S72-A72,P8_6,Unknown,1,erm(Q),Test,15.0853864,-1,0.918486752,Pass,0.002436086,82.33565996,999,1
S72-A71,P8_6,Unknown,1,erm(Q),Test,15.26183387,-1,0.929789576,Pass,0.002436086,82.34024056,999,1
S72-A70,P8_6,Unknown,1,erm(Q),Test,14.8251534,-1,1,Pass,0.002436086,82.3525176,999,1
S72-A69,P8_6,Unknown,1,aadE,Test,16.84976356,-1,0.977851337,Pass,0.002436086,74.30533951,999,1
S72-A68,P8_6,Unknown,1,aadE,Test,16.90962319,-1,0.978926377,Pass,0.002436086,74.30625381,999,1
S72-A67,P8_6,Unknown,1,aadE,Test,16.64709773,-1,1,Pass,0.002436086,74.31330885,999,1
S72-A78,P8_6,Unknown,1,tnpA6,Test,16.98001052,3.00E-10,1,Pass,0.002436086,80.01408106,999,1
S72-A77,P8_6,Unknown,1,tnpA6,Test,16.8812304,2.38E-10,1,Pass,0.002436086,80.02993039,999,1
S72-A76,P8_6,Unknown,1,tnpA6,Test,16.36163995,7.02E-11,1,Pass,0.002436086,80.05274683,999,1
S72-A75,P8_6,Unknown,1,sat4,Test,16.33955576,1.59E-05,0.996508949,Pass,0.002436086,77.33345766,999,1
S72-A74,P8_6,Unknown,1,sat4,Test,16.12068195,1.85E-05,0.975203735,Pass,0.002436086,77.34317732,999,1
S72-A73,P8_6,Unknown,1,sat4,Test,16.39822102,1.53E-05,1,Pass,0.002436086,77.34548282,999,1
S72-A84,P8_6,Unknown,1,tet44,Test,16.84553051,-1,1,Pass,0.002436086,80.32298621,999,1
S72-A83,P8_6,Unknown,1,tet44,Test,16.82125349,-1,1,Pass,0.002436086,80.31969661,999,1
S72-A82,P8_6,Unknown,1,tet44,Test,16.87929246,-1,1,Pass,0.002436086,80.30248866,999,1
S72-A81,P8_6,Unknown,1,tetQ,Test,15.18458783,12388.19348,1,Pass,0.002436086,78.39722725,999,1
S72-A80,P8_6,Unknown,1,tetQ,Test,15.14222055,13531.67117,1,Pass,0.002436086,78.53544496,999,1
S72-A79,P8_6,Unknown,1,tetQ,Test,15.16738331,12840.39852,1,Pass,0.002436086,78.6567011,999,1
S72-A90,P8_6,Unknown,1,sulA/folP,Test,999,-1,0,Flag,0.002436086,999,999,0
S72-A89,P8_6,Unknown,1,sulA/folP,Test,999,-1,0,Flag,0.002436086,999,999,0
S72-A88,P8_6,Unknown,1,sulA/folP,Test,999,-1,0,Flag,0.002436086,999,999,0
S72-A87,P8_6,Unknown,1,aac3-Via,Test,25.61409402,-1,0.896255496,Pass,0.002436086,90.08671598,999,1
S72-A86,P8_6,Unknown,1,aac3-Via,Test,24.56303983,-1,0.945486383,Pass,0.002436086,90.01382277,999,1
S72-A85,P8_6,Unknown,1,aac3-Via,Test,24.27412423,-1,0.902976343,Pass,0.002436086,90.1513418,999,1
S72-A96,P8_6,Unknown,1,IS6100,Test,22.81463048,-1,1,Pass,0.002436086,88.03761773,999,1
S72-A95,P8_6,Unknown,1,IS6100,Test,21.49312328,-1,0.983358394,Pass,0.002436086,87.95472087,999,1
S72-A94,P8_6,Unknown,1,IS6100,Test,21.9668532,-1,1,Pass,0.002436086,88.12201048,999,1
S72-A93,P8_6,Unknown,1,tetW,Test,15.8851171,-1,1,Pass,0.002436086,83.31248952,999,1
S72-A92,P8_6,Unknown,1,tetW,Test,16.14266976,-1,1,Pass,0.002436086,83.34674685,999,1
S72-A91,P8_6,Unknown,1,tetW,Test,16.1747174,-1,1,Pass,0.002436086,83.63257233,999,1
S30-A01,P5_5,Unknown,1,16S_155y_1392,Test,13.28411333,6.81E-05,0.564028916,Flag,0.002436086,88.86559667,999,1
S30-A02,P5_5,Unknown,1,16S_155y_1392,Test,13.82287864,3.66E-05,0.631574419,Flag,0.002436086,88.73121497,999,1
S30-A03,P5_5,Unknown,1,16S_155y_1392,Test,14.59059839,1.51E-05,0.505093348,Flag,0.002436086,88.64460726,999,1
S30-A04,P5_5,Unknown,1,tetO,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A05,P5_5,Unknown,1,tetO,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A06,P5_5,Unknown,1,tetO,Test,24.59866301,15461.33533,1,Pass,0.002436086,80.06190186,999,1
S30-A07,P5_5,Unknown,1,sul2,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A08,P5_5,Unknown,1,sul2,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A09,P5_5,Unknown,1,sul2,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A10,P5_5,Unknown,1,tetT,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A11,P5_5,Unknown,1,tetT,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A12,P5_5,Unknown,1,tetT,Test,23.90605326,-1,1,Pass,0.002436086,76.88570902,999,1
S30-A13,P5_5,Unknown,1,tet33_241_388,Test,26.54518947,9.53E-09,1,Pass,0.002436086,88.85877415,999,1
S30-A14,P5_5,Unknown,1,tet33_241_388,Test,25.68549738,1.78E-08,1,Pass,0.002436086,89.19729484,999,1
S30-A15,P5_5,Unknown,1,tet33_241_388,Test,25.79794751,1.64E-08,1,Pass,0.002436086,85.49701729,999,1
S30-A16,P5_5,Unknown,1,tetM,Test,21.18965809,-1,0.974524661,Pass,0.002436086,80.78761963,999,1
S30-A17,P5_5,Unknown,1,tetM,Test,22.48701343,-1,0.999298262,Pass,0.002436086,81.00057319,999,1
S30-A18,P5_5,Unknown,1,tetM,Test,21.92105023,-1,1,Pass,0.002436086,80.89659604,999,1
S30-A19,P5_5,Unknown,1,sul1 NEW,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A20,P5_5,Unknown,1,sul1 NEW,Test,999,-1,0,Flag,0.002436086,63.2517626,999,1
S30-A21,P5_5,Unknown,1,sul1 NEW,Test,999,-1,0,Flag,0.002436086,63.30269458,999,1
S30-A22,P5_5,Unknown,1,sulIII-marko,Test,9.64510677,87.0040094,1,Pass,0.002436086,73.32838401,999,1
S30-A23,P5_5,Unknown,1,sulIII-marko,Test,9.519530868,48.53994274,1,Pass,0.002436086,73.26964821,999,1
S30-A24,P5_5,Unknown,1,sulIII-marko,Test,9.515614799,47.66457938,1,Pass,0.002436086,73.27042961,999,1
S30-A25,P5_5,Unknown,1,aphA3,Test,23.24966862,-1,1,Pass,0.002436086,80.67641509,999,1
S30-A26,P5_5,Unknown,1,aphA3,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A27,P5_5,Unknown,1,aphA3,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A28,P5_5,Unknown,1,tetL,Test,23.27665931,-1,1,Pass,0.002436086,80.80120788,999,1
S30-A29,P5_5,Unknown,1,tetL,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A30,P5_5,Unknown,1,tetL,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A31,P5_5,Unknown,1,erm(B),Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A32,P5_5,Unknown,1,erm(B),Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A33,P5_5,Unknown,1,erm(B),Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A34,P5_5,Unknown,1,intI1F165_clinical,Test,25.3436318,-1,1,Pass,0.002436086,86.74779695,999,1
S30-A35,P5_5,Unknown,1,intI1F165_clinical,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A36,P5_5,Unknown,1,intI1F165_clinical,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A37,P5_5,Unknown,1,erm(35),Test,23.52140638,5.96E-08,0.929648812,Pass,0.002436086,78.03704151,999,1
S30-A38,P5_5,Unknown,1,erm(35),Test,23.43731881,6.30E-08,0.939841873,Pass,0.002436086,78.01619372,999,1
S30-A39,P5_5,Unknown,1,erm(35),Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A40,P5_5,Unknown,1,tetX,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A41,P5_5,Unknown,1,tetX,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A42,P5_5,Unknown,1,tetX,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A43,P5_5,Unknown,1,ermT,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A44,P5_5,Unknown,1,ermT,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A45,P5_5,Unknown,1,ermT,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A46,P5_5,Unknown,1,intl2,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A47,P5_5,Unknown,1,intl2,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A48,P5_5,Unknown,1,intl2,Test,999,-1,0,Flag,0.002436086,63.26276763,999,1
S30-A54,P5_5,Unknown,1,tnpA2,Test,21.99741465,-1,1,Pass,0.002436086,84.9565271,999,1
S30-A53,P5_5,Unknown,1,tnpA2,Test,21.24864032,-1,1,Pass,0.002436086,84.98854453,999,1
S30-A52,P5_5,Unknown,1,tnpA2,Test,19.98750372,-1,1,Pass,0.002436086,85.03386014,999,1
S30-A51,P5_5,Unknown,1,tet(36),Test,23.68437884,1.58E-07,1,Pass,0.002436086,80.55015033,999,1
S30-A50,P5_5,Unknown,1,tet(36),Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A49,P5_5,Unknown,1,tet(36),Test,23.7803572,1.49E-07,1,Pass,0.002436086,80.55103015,999,1
S30-A60,P5_5,Unknown,1,intl3,Test,24.68546928,-1,0.983807929,Pass,0.002436086,83.72922952,999,1
S30-A59,P5_5,Unknown,1,intl3,Test,23.69301728,-1,1,Pass,0.002436086,87.8015833,999,1
S30-A58,P5_5,Unknown,1,intl3,Test,25.79586831,-1,1,Pass,0.002436086,88.80470268,999,1
S30-A57,P5_5,Unknown,1,aadD,Test,23.87288302,-1,1,Pass,0.002436086,82.66868481,999,1
S30-A56,P5_5,Unknown,1,aadD,Test,24.39054738,-1,1,Pass,0.002436086,82.622216,999,1
S30-A55,P5_5,Unknown,1,aadD,Test,24.26855891,-1,1,Pass,0.002436086,82.38230786,999,1
S30-A66,P5_5,Unknown,1,tnpA5,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A65,P5_5,Unknown,1,tnpA5,Test,27.34913852,-1,0.977675072,Pass,0.002436086,80.61744303,999,1
S30-A64,P5_5,Unknown,1,tnpA5,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A63,P5_5,Unknown,1,erm(F),Test,26.36536915,9.71E-09,0.823911911,Pass,0.002436086,80.07109907,999,1
S30-A62,P5_5,Unknown,1,erm(F),Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A61,P5_5,Unknown,1,erm(F),Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A72,P5_5,Unknown,1,erm(Q),Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A71,P5_5,Unknown,1,erm(Q),Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A70,P5_5,Unknown,1,erm(Q),Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A69,P5_5,Unknown,1,aadE,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A68,P5_5,Unknown,1,aadE,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A67,P5_5,Unknown,1,aadE,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A78,P5_5,Unknown,1,tnpA6,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A77,P5_5,Unknown,1,tnpA6,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A76,P5_5,Unknown,1,tnpA6,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A75,P5_5,Unknown,1,sat4,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A74,P5_5,Unknown,1,sat4,Test,25.78103208,2.72E-08,1,Pass,0.002436086,77.25786447,999,1
S30-A73,P5_5,Unknown,1,sat4,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A84,P5_5,Unknown,1,tet44,Test,26.04480737,-1,0.960556328,Pass,0.002436086,80.49410409,999,1
S30-A83,P5_5,Unknown,1,tet44,Test,26.65129438,-1,1,Pass,0.002436086,80.66727717,999,1
S30-A82,P5_5,Unknown,1,tet44,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A81,P5_5,Unknown,1,tetQ,Test,23.84122571,0.000181357,1,Pass,0.002436086,78.26264575,999,1
S30-A80,P5_5,Unknown,1,tetQ,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A79,P5_5,Unknown,1,tetQ,Test,22.6364429,0.002233017,1,Pass,0.002436086,78.74985604,999,1
S30-A90,P5_5,Unknown,1,sulA/folP,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A89,P5_5,Unknown,1,sulA/folP,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A88,P5_5,Unknown,1,sulA/folP,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A87,P5_5,Unknown,1,aac3-Via,Test,26.09826018,-1,0.928732403,Pass,0.002436086,90.63190523,999,1
S30-A86,P5_5,Unknown,1,aac3-Via,Test,23.90003787,-1,1,Pass,0.002436086,90.35638475,999,1
S30-A85,P5_5,Unknown,1,aac3-Via,Test,23.96212763,-1,1,Pass,0.002436086,90.56891468,999,1
S30-A96,P5_5,Unknown,1,IS6100,Test,20.26512595,-1,0.96871608,Pass,0.002436086,87.96785199,999,1
S30-A95,P5_5,Unknown,1,IS6100,Test,20.71277347,-1,1,Pass,0.002436086,88.01036375,999,1
S30-A94,P5_5,Unknown,1,IS6100,Test,20.98944907,-1,1,Pass,0.002436086,88.08496584,999,1
S30-A93,P5_5,Unknown,1,tetW,Test,22.53316266,-1,1,Pass,0.002436086,83.08889068,999,1
S30-A92,P5_5,Unknown,1,tetW,Test,999,-1,0,Flag,0.002436086,999,999,0
S30-A91,P5_5,Unknown,1,tetW,Test,999,-1,0,Flag,0.002436086,999,999,0
S71-A01,P8_4,Unknown,1,16S_155y_1392,Test,999,-1,0,Flag,0.002436086,88.88122236,999,1
S71-A02,P8_4,Unknown,1,16S_155y_1392,Test,999,-1,0,Flag,0.002436086,88.80053262,999,1
S71-A03,P8_4,Unknown,1,16S_155y_1392,Test,999,-1,0,Flag,0.002436086,88.67277583,999,1
S71-A04,P8_4,Unknown,1,tetO,Test,18.07356618,1.27E-25,0.853190153,Pass,0.002436086,80.09546081,999,1
S71-A05,P8_4,Unknown,1,tetO,Test,18.04949594,9.92E-26,0.858107343,Pass,0.002436086,80.07488678,999,1
S71-A06,P8_4,Unknown,1,tetO,Test,18.45340956,6.26E-24,0.878167992,Pass,0.002436086,80.01089413,999,1
S71-A07,P8_4,Unknown,1,sul2,Test,19.83086977,-1,1,Pass,0.002436086,88.10297164,999,1
S71-A08,P8_4,Unknown,1,sul2,Test,20.61471061,-1,0.985607233,Pass,0.002436086,88.03012092,999,1
S71-A09,P8_4,Unknown,1,sul2,Test,19.90154389,-1,0.993501868,Pass,0.002436086,88.03593137,999,1
S71-A10,P8_4,Unknown,1,tetT,Test,15.77855847,-1,1,Pass,0.002436086,77.03695524,999,1
S71-A11,P8_4,Unknown,1,tetT,Test,15.90549737,-1,1,Pass,0.002436086,77.01968914,999,1
S71-A12,P8_4,Unknown,1,tetT,Test,15.69781936,-1,0.976307492,Pass,0.002436086,77.01528386,999,1
S71-A13,P8_4,Unknown,1,tet33_241_388,Test,24.95693878,3.04E-08,0.943799037,Pass,0.002436086,89.88822945,999,1
S71-A14,P8_4,Unknown,1,tet33_241_388,Test,999,-1,0,Flag,0.002436086,999,999,0
S71-A15,P8_4,Unknown,1,tet33_241_388,Test,999,-1,0,Flag,0.002436086,999,999,0
S71-A16,P8_4,Unknown,1,tetM,Test,13.86583881,-1,0.775685823,Pass,0.002436086,80.92361515,999,1
S71-A17,P8_4,Unknown,1,tetM,Test,14.03958981,-1,0.658767193,Pass,0.002436086,80.92062008,999,1
S71-A18,P8_4,Unknown,1,tetM,Test,14.18845917,-1,0.685219341,Pass,0.002436086,80.90285468,999,1
S71-A19,P8_4,Unknown,1,sul1 NEW,Test,25.64432266,-1,0.912923944,Pass,0.002436086,85.41303115,999,1
S71-A20,P8_4,Unknown,1,sul1 NEW,Test,25.64689163,-1,0.910203041,Pass,0.002436086,85.57484932,999,1
S71-A21,P8_4,Unknown,1,sul1 NEW,Test,26.65782202,-1,0.907120369,Pass,0.002436086,85.40235473,999,1
S71-A22,P8_4,Unknown,1,sulIII-marko,Test,12.6378344,95395312.97,0.891725099,Pass,0.002436086,73.12490904,999,1
S71-A23,P8_4,Unknown,1,sulIII-marko,Test,12.51376636,53595734.03,0.928230266,Pass,0.002436086,73.12066509,999,1
S71-A24,P8_4,Unknown,1,sulIII-marko,Test,12.35532783,25666470.23,0.900499864,Pass,0.002436086,73.1224473,999,1
S71-A25,P8_4,Unknown,1,aphA3,Test,15.63725663,-1,0.978993831,Pass,0.002436086,80.89241987,999,1
S71-A26,P8_4,Unknown,1,aphA3,Test,15.78600554,-1,1,Pass,0.002436086,80.88274345,999,1
S71-A27,P8_4,Unknown,1,aphA3,Test,15.73368445,-1,1,Pass,0.002436086,80.87384696,999,1
S71-A28,P8_4,Unknown,1,tetL,Test,16.57852061,-1,1,Pass,0.002436086,80.91567304,999,1
S71-A29,P8_4,Unknown,1,tetL,Test,16.48511609,-1,0.985410441,Pass,0.002436086,80.90173371,999,1
S71-A30,P8_4,Unknown,1,tetL,Test,16.66072563,-1,1,Pass,0.002436086,80.8945708,999,1
S71-A31,P8_4,Unknown,1,erm(B),Test,18.82002371,-1,0.787233973,Pass,0.002436086,81.39821414,999,1
S71-A32,P8_4,Unknown,1,erm(B),Test,18.62607994,-1,0.739545029,Pass,0.002436086,81.40397552,999,1
S71-A33,P8_4,Unknown,1,erm(B),Test,19.69153362,-1,0.681086253,Pass,0.002436086,81.38758426,999,1
S71-A34,P8_4,Unknown,1,intI1F165_clinical,Test,999,-1,0,Flag,0.002436086,999,999,0
S71-A35,P8_4,Unknown,1,intI1F165_clinical,Test,999,-1,0,Flag,0.002436086,999,999,0
S71-A36,P8_4,Unknown,1,intI1F165_clinical,Test,999,-1,0,Flag,0.002436086,999,999,0
S71-A37,P8_4,Unknown,1,erm(35),Test,22.99253594,8.48E-08,0.539863404,Flag,0.002436086,78.03449627,999,1
S71-A38,P8_4,Unknown,1,erm(35),Test,22.62308219,1.09E-07,0.448464168,Flag,0.002436086,78.0408166,999,1
S71-A39,P8_4,Unknown,1,erm(35),Test,23.63353543,5.53E-08,0.391768498,Flag,0.002436086,78.0049572,999,1
S71-A40,P8_4,Unknown,1,tetX,Test,22.37316646,-1,0.763321185,Pass,0.002436086,78.63317021,999,1
S71-A41,P8_4,Unknown,1,tetX,Test,23.03837997,-1,0.72706097,Pass,0.002436086,78.43437553,999,1
S71-A42,P8_4,Unknown,1,tetX,Test,22.59817059,-1,0.74685863,Pass,0.002436086,78.70716481,999,1
S71-A43,P8_4,Unknown,1,ermT,Test,26.80816227,-1,0.626474315,Flag,0.002436086,75.20359294,999,1
S71-A44,P8_4,Unknown,1,ermT,Test,26.9104632,-1,0.506362625,Flag,0.002436086,75.18170879,999,1
S71-A45,P8_4,Unknown,1,ermT,Test,27.18606573,-1,0.481940162,Flag,0.002436086,75.21111391,999,1
S71-A46,P8_4,Unknown,1,intl2,Test,28.74880785,-1,0,Flag,0.002436086,83.60142013,999,1
S71-A47,P8_4,Unknown,1,intl2,Test,27.60480973,-1,0.450002906,Flag,0.002436086,83.61297979,999,1
S71-A48,P8_4,Unknown,1,intl2,Test,28.17782109,-1,0,Flag,0.002436086,83.63652851,999,1
S71-A54,P8_4,Unknown,1,tnpA2,Test,21.91093787,-1,1,Pass,0.002436086,84.87102539,999,1
S71-A53,P8_4,Unknown,1,tnpA2,Test,22.84448052,-1,1,Pass,0.002436086,84.99130394,999,1
S71-A52,P8_4,Unknown,1,tnpA2,Test,22.34986366,-1,0.936438155,Pass,0.002436086,85.03142365,999,1
S71-A51,P8_4,Unknown,1,tet(36),Test,15.65206727,3.01E-05,1,Pass,0.002436086,80.73848444,999,1
S71-A50,P8_4,Unknown,1,tet(36),Test,15.9505518,2.48E-05,1,Pass,0.002436086,80.71590635,999,1
S71-A49,P8_4,Unknown,1,tet(36),Test,15.73203863,2.86E-05,1,Pass,0.002436086,80.72873144,999,1
S71-A60,P8_4,Unknown,1,intl3,Test,28.05909395,-1,0,Flag,0.002436086,88.01994223,999,1
S71-A59,P8_4,Unknown,1,intl3,Test,28.22920721,-1,0,Flag,0.002436086,87.46536183,999,1
S71-A58,P8_4,Unknown,1,intl3,Test,999,-1,0,Flag,0.002436086,999,999,0
S71-A57,P8_4,Unknown,1,aadD,Test,17.46261354,-1,0.915427945,Pass,0.002436086,82.67829461,999,1
S71-A56,P8_4,Unknown,1,aadD,Test,17.48764828,-1,0.914006287,Pass,0.002436086,82.69873688,999,1
S71-A55,P8_4,Unknown,1,aadD,Test,17.54104076,-1,0.93790577,Pass,0.002436086,82.69689086,999,1
S71-A66,P8_4,Unknown,1,tnpA5,Test,21.51118003,-1,0.895778018,Pass,0.002436086,78.98945708,999,1
S71-A65,P8_4,Unknown,1,tnpA5,Test,22.34585337,-1,0.895108183,Pass,0.002436086,78.98694339,999,1
S71-A64,P8_4,Unknown,1,tnpA5,Test,21.81622862,-1,0.939984862,Pass,0.002436086,79.02963321,999,1
S71-A63,P8_4,Unknown,1,erm(F),Test,999,-1,0,Flag,0.002436086,80.01167762,999,1
S71-A62,P8_4,Unknown,1,erm(F),Test,999,-1,0,Flag,0.002436086,80.00109775,999,1
S71-A61,P8_4,Unknown,1,erm(F),Test,999,-1,0,Flag,0.002436086,80.0746274,999,1
S71-A72,P8_4,Unknown,1,erm(Q),Test,18.22733181,-1,0.721963085,Pass,0.002436086,82.37929299,999,1
S71-A71,P8_4,Unknown,1,erm(Q),Test,18.49064111,-1,0.755018296,Pass,0.002436086,82.38754785,999,1
S71-A70,P8_4,Unknown,1,erm(Q),Test,17.72923326,-1,0.836898361,Pass,0.002436086,82.38417877,999,1
S71-A69,P8_4,Unknown,1,aadE,Test,20.94481239,-1,0.765561094,Pass,0.002436086,74.31201778,999,1
S71-A68,P8_4,Unknown,1,aadE,Test,21.56186871,-1,0.658711869,Pass,0.002436086,74.31489489,999,1
S71-A67,P8_4,Unknown,1,aadE,Test,20.48721099,-1,0.71628285,Pass,0.002436086,74.32394454,999,1
S71-A78,P8_4,Unknown,1,tnpA6,Test,17.70505767,1.65E-09,1,Pass,0.002436086,80.04054468,999,1
S71-A77,P8_4,Unknown,1,tnpA6,Test,17.69907608,1.63E-09,1,Pass,0.002436086,80.06221462,999,1
S71-A76,P8_4,Unknown,1,tnpA6,Test,17.24290631,5.57E-10,0.926655149,Pass,0.002436086,80.06776938,999,1
S71-A75,P8_4,Unknown,1,sat4,Test,19.74745427,1.60E-06,0.794176994,Pass,0.002436086,77.32279588,999,1
S71-A74,P8_4,Unknown,1,sat4,Test,19.36160861,2.07E-06,0.758226694,Pass,0.002436086,77.34469947,999,1
S71-A73,P8_4,Unknown,1,sat4,Test,19.70729615,1.64E-06,0.837236506,Pass,0.002436086,77.35087149,999,1
S71-A84,P8_4,Unknown,1,tet44,Test,19.53954163,-1,0.760716399,Pass,0.002436086,80.43229395,999,1
S71-A83,P8_4,Unknown,1,tet44,Test,19.00689577,-1,0.683385535,Pass,0.002436086,80.3968617,999,1
S71-A82,P8_4,Unknown,1,tet44,Test,19.32293437,-1,0.724264609,Pass,0.002436086,80.40493487,999,1
S71-A81,P8_4,Unknown,1,tetQ,Test,16.35614509,1078.24941,0.878982611,Pass,0.002436086,78.59884934,999,1
S71-A80,P8_4,Unknown,1,tetQ,Test,16.33353421,1130.271165,0.881178469,Pass,0.002436086,78.56986555,999,1
S71-A79,P8_4,Unknown,1,tetQ,Test,16.68022077,548.8107396,0.945077776,Pass,0.002436086,78.63592542,999,1
S71-A90,P8_4,Unknown,1,sulA/folP,Test,999,-1,0,Flag,0.002436086,999,999,0
S71-A89,P8_4,Unknown,1,sulA/folP,Test,999,-1,0,Flag,0.002436086,999,999,0
S71-A88,P8_4,Unknown,1,sulA/folP,Test,999,-1,0,Flag,0.002436086,999,999,0
S71-A87,P8_4,Unknown,1,aac3-Via,Test,999,-1,0,Flag,0.002436086,999,999,0
S71-A86,P8_4,Unknown,1,aac3-Via,Test,999,-1,0,Flag,0.002436086,999,999,0
S71-A85,P8_4,Unknown,1,aac3-Via,Test,999,-1,0,Flag,0.002436086,999,999,0
S71-A96,P8_4,Unknown,1,IS6100,Test,25.0155298,-1,0.755804081,Pass,0.002436086,88.04624732,999,1
S71-A95,P8_4,Unknown,1,IS6100,Test,23.99975561,-1,0.908222991,Pass,0.002436086,88.06158667,999,1
S71-A94,P8_4,Unknown,1,IS6100,Test,24.7639775,-1,0.807425664,Pass,0.002436086,88.14090982,999,1
S71-A93,P8_4,Unknown,1,tetW,Test,16.46793471,-1,0.984402073,Pass,0.002436086,83.56062459,999,1
S71-A92,P8_4,Unknown,1,tetW,Test,16.39207906,-1,0.913640629,Pass,0.002436086,83.63204167,999,1
S71-A91,P8_4,Unknown,1,tetW,Test,16.47014708,-1,0.957878295,Pass,0.002436086,83.681267,999,1
S29-A01,P5_3,Unknown,1,16S_155y_1392,Test,15.81682285,3.69E-06,0.53047999,Flag,0.002436086,88.93279926,999,1
S29-A02,P5_3,Unknown,1,16S_155y_1392,Test,16.77413066,1.23E-06,0.473067764,Flag,0.002436086,88.81864856,999,1
S29-A03,P5_3,Unknown,1,16S_155y_1392,Test,17.7055053,4.20E-07,0.443475564,Flag,0.002436086,88.73324089,999,1
S29-A04,P5_3,Unknown,1,tetO,Test,999,-1,0,Flag,0.002436086,999,999,0
S29-A05,P5_3,Unknown,1,tetO,Test,999,-1,0,Flag,0.002436086,999,999,0
S29-A06,P5_3,Unknown,1,tetO,Test,999,-1,0,Flag,0.002436086,999,999,0
S29-A07,P5_3,Unknown,1,sul2,Test,999,-1,0,Flag,0.002436086,999,999,0
S29-A08,P5_3,Unknown,1,sul2,Test,999,-1,0,Flag,0.002436086,999,999,0
S29-A09,P5_3,Unknown,1,sul2,Test,999,-1,0,Flag,0.002436086,999,999,0
S29-A10,P5_3,Unknown,1,tetT,Test,24.84503472,-1,1,Pass,0.002436086,76.89189937,999,1
S29-A11,P5_3,Unknown,1,tetT,Test,21.96337911,-1,1,Pass,0.002436086,76.94235246,999,1
S29-A12,P5_3,Unknown,1,tetT,Test,24.48108711,-1,1,Pass,0.002436086,76.88938868,999,1
S29-A13,P5_3,Unknown,1,tet33_241_388,Test,999,-1,0,Flag,0.002436086,999,999,0
S29-A14,P5_3,Unknown,1,tet33_241_388,Test,999,-1,0,Flag,0.002436086,999,999,0
S29-A15,P5_3,Unknown,1,tet33_241_388,Test,28.37214217,2.51E-09,0,Flag,0.002436086,999,999,0
S29-A16,P5_3,Unknown,1,tetM,Test,21.92161017,-1,1,Pass,0.002436086,80.97744247,999,1
